DATAFLOW,REF_AREA: Area,SDG_INDICATOR: SDG Indicator,SDG_SERIES: Series,FREQ: Frequency,TIME_PERIOD: Time period,OBS_VALUE
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),SGP: Singapore,G04_04_01: 4.4.1 - ICT skills,"6127_443: Youth and adults with ICT skills, using copy and paste tools to duplicate or move information within a document, male (Percentage)",A: Annual,2017,52.7
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KHM: Cambodia,G04_04_01: 4.4.1 - ICT skills,"6127_443: Youth and adults with ICT skills, using copy and paste tools to duplicate or move information within a document, male (Percentage)",A: Annual,2017,26.3
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),SGP: Singapore,G04_04_01: 4.4.1 - ICT skills,"6142_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, male (Percentage)",A: Annual,2014,6.3
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),SGP: Singapore,G04_04_01: 4.4.1 - ICT skills,"6142_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, male (Percentage)",A: Annual,2017,8.9
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KOR: Republic of Korea,G04_04_01: 4.4.1 - ICT skills,"6151_443: Youth and adults with ICT skills, copying or moving a file or folder, male (Percentage)",A: Annual,2017,84.1
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KHM: Cambodia,G04_04_01: 4.4.1 - ICT skills,"6124_443: Youth and adults with ICT skills, using basic arithmetic formula in a spreadsheet, male (Percentage)",A: Annual,2017,8.8
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),GEO: Georgia,G04_04_01: 4.4.1 - ICT skills,"6128_443: Youth and adults with ICT skills, using copy and paste tools to duplicate or move information within a document, both sexes (Percentage)",A: Annual,2016,38.9
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),GEO: Georgia,G04_04_01: 4.4.1 - ICT skills,"6128_443: Youth and adults with ICT skills, using copy and paste tools to duplicate or move information within a document, both sexes (Percentage)",A: Annual,2017,36
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),JPN: Japan,G04_04_01: 4.4.1 - ICT skills,"6131_443: Youth and adults with ICT skills, sending e-mails with attached files, both sexes (Percentage)",A: Annual,2017,7.8
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KAZ: Kazakhstan,G04_04_01: 4.4.1 - ICT skills,"6142_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, male (Percentage)",A: Annual,2015,3
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KAZ: Kazakhstan,G04_04_01: 4.4.1 - ICT skills,"6142_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, male (Percentage)",A: Annual,2016,5
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KAZ: Kazakhstan,G04_04_01: 4.4.1 - ICT skills,"6142_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, male (Percentage)",A: Annual,2017,5.5
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),BRN: Brunei Darussalam,G04_04_01: 4.4.1 - ICT skills,"6128_443: Youth and adults with ICT skills, using copy and paste tools to duplicate or move information within a document, both sexes (Percentage)",A: Annual,2016,68
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_04_01: 4.4.1 - ICT skills,"6128_443: Youth and adults with ICT skills, using copy and paste tools to duplicate or move information within a document, both sexes (Percentage)",A: Annual,2017,46.8
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),JPN: Japan,G04_04_01: 4.4.1 - ICT skills,"6124_443: Youth and adults with ICT skills, using basic arithmetic formula in a spreadsheet, male (Percentage)",A: Annual,2017,7.1
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IRN: Iran (Islamic Rep. of),G04_04_01: 4.4.1 - ICT skills,"6146_443: Youth and adults with ICT skills, finding, downloading, installing and configuring software, both sexes (Percentage)",A: Annual,2015,11.6
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IRN: Iran (Islamic Rep. of),G04_04_01: 4.4.1 - ICT skills,"6146_443: Youth and adults with ICT skills, finding, downloading, installing and configuring software, both sexes (Percentage)",A: Annual,2017,8.7
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KAZ: Kazakhstan,G04_04_01: 4.4.1 - ICT skills,"6139_443: Youth and adults with ICT skills, connecting and installing new devices, male (Percentage)",A: Annual,2015,11.2
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KAZ: Kazakhstan,G04_04_01: 4.4.1 - ICT skills,"6139_443: Youth and adults with ICT skills, connecting and installing new devices, male (Percentage)",A: Annual,2016,13
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KAZ: Kazakhstan,G04_04_01: 4.4.1 - ICT skills,"6139_443: Youth and adults with ICT skills, connecting and installing new devices, male (Percentage)",A: Annual,2017,15
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),MYS: Malaysia,G04_04_01: 4.4.1 - ICT skills,"6130_443: Youth and adults with ICT skills, sending e-mails with attached files, male (Percentage)",A: Annual,2017,46.2
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),BRN: Brunei Darussalam,G04_04_01: 4.4.1 - ICT skills,"6135_443: Youth and adults with ICT skills, creating electronic presentations with presentation software, female (Percentage)",A: Annual,2016,34
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IRN: Iran (Islamic Rep. of),G04_04_01: 4.4.1 - ICT skills,"6138_443: Youth and adults with ICT skills, connecting and installing new devices, female (Percentage)",A: Annual,2015,4.3
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IRN: Iran (Islamic Rep. of),G04_04_01: 4.4.1 - ICT skills,"6138_443: Youth and adults with ICT skills, connecting and installing new devices, female (Percentage)",A: Annual,2017,5.7
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KOR: Republic of Korea,G04_04_01: 4.4.1 - ICT skills,"6142_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, male (Percentage)",A: Annual,2015,6.6
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KOR: Republic of Korea,G04_04_01: 4.4.1 - ICT skills,"6142_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, male (Percentage)",A: Annual,2016,6.1
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KOR: Republic of Korea,G04_04_01: 4.4.1 - ICT skills,"6142_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, male (Percentage)",A: Annual,2017,6.7
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),GEO: Georgia,G04_04_01: 4.4.1 - ICT skills,"6136_443: Youth and adults with ICT skills, creating electronic presentations with presentation software, male (Percentage)",A: Annual,2016,12.1
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),GEO: Georgia,G04_04_01: 4.4.1 - ICT skills,"6136_443: Youth and adults with ICT skills, creating electronic presentations with presentation software, male (Percentage)",A: Annual,2017,9.5
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),AZE: Azerbaijan,G04_04_01: 4.4.1 - ICT skills,"6139_443: Youth and adults with ICT skills, connecting and installing new devices, male (Percentage)",A: Annual,2017,14.6
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),MYS: Malaysia,G04_04_01: 4.4.1 - ICT skills,"6143_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, both sexes (Percentage)",A: Annual,2015,2.3
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),MYS: Malaysia,G04_04_01: 4.4.1 - ICT skills,"6143_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, both sexes (Percentage)",A: Annual,2017,7.5
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),MYS: Malaysia,G04_04_01: 4.4.1 - ICT skills,"6152_443: Youth and adults with ICT skills, copying or moving a file or folder, both sexes (Percentage)",A: Annual,2015,51.3
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),MYS: Malaysia,G04_04_01: 4.4.1 - ICT skills,"6152_443: Youth and adults with ICT skills, copying or moving a file or folder, both sexes (Percentage)",A: Annual,2017,55.5
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IRN: Iran (Islamic Rep. of),G04_04_01: 4.4.1 - ICT skills,"6127_443: Youth and adults with ICT skills, using copy and paste tools to duplicate or move information within a document, male (Percentage)",A: Annual,2015,18.2
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IRN: Iran (Islamic Rep. of),G04_04_01: 4.4.1 - ICT skills,"6127_443: Youth and adults with ICT skills, using copy and paste tools to duplicate or move information within a document, male (Percentage)",A: Annual,2017,23.7
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),AZE: Azerbaijan,G04_04_01: 4.4.1 - ICT skills,"6135_443: Youth and adults with ICT skills, creating electronic presentations with presentation software, female (Percentage)",A: Annual,2017,6.3
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),GEO: Georgia,G04_04_01: 4.4.1 - ICT skills,"6151_443: Youth and adults with ICT skills, copying or moving a file or folder, male (Percentage)",A: Annual,2016,38.6
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),GEO: Georgia,G04_04_01: 4.4.1 - ICT skills,"6151_443: Youth and adults with ICT skills, copying or moving a file or folder, male (Percentage)",A: Annual,2017,38.2
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),PAK: Pakistan,G04_04_01: 4.4.1 - ICT skills,"6150_443: Youth and adults with ICT skills, copying or moving a file or folder, female (Percentage)",A: Annual,2016,2.9
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),AZE: Azerbaijan,G04_04_01: 4.4.1 - ICT skills,"6141_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, female (Percentage)",A: Annual,2017,0.7
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),TUR: Turkey,G04_04_01: 4.4.1 - ICT skills,"6152_443: Youth and adults with ICT skills, copying or moving a file or folder, both sexes (Percentage)",A: Annual,2014,37
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),TUR: Turkey,G04_04_01: 4.4.1 - ICT skills,"6152_443: Youth and adults with ICT skills, copying or moving a file or folder, both sexes (Percentage)",A: Annual,2015,30.4
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),TUR: Turkey,G04_04_01: 4.4.1 - ICT skills,"6152_443: Youth and adults with ICT skills, copying or moving a file or folder, both sexes (Percentage)",A: Annual,2016,37
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),TUR: Turkey,G04_04_01: 4.4.1 - ICT skills,"6152_443: Youth and adults with ICT skills, copying or moving a file or folder, both sexes (Percentage)",A: Annual,2017,42.5
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KOR: Republic of Korea,G04_04_01: 4.4.1 - ICT skills,"6125_443: Youth and adults with ICT skills, using basic arithmetic formula in a spreadsheet, both sexes (Percentage)",A: Annual,2015,55.7
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KOR: Republic of Korea,G04_04_01: 4.4.1 - ICT skills,"6125_443: Youth and adults with ICT skills, using basic arithmetic formula in a spreadsheet, both sexes (Percentage)",A: Annual,2016,60.6
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KOR: Republic of Korea,G04_04_01: 4.4.1 - ICT skills,"6125_443: Youth and adults with ICT skills, using basic arithmetic formula in a spreadsheet, both sexes (Percentage)",A: Annual,2017,43.7
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KAZ: Kazakhstan,G04_04_01: 4.4.1 - ICT skills,"6150_443: Youth and adults with ICT skills, copying or moving a file or folder, female (Percentage)",A: Annual,2015,22.8
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KAZ: Kazakhstan,G04_04_01: 4.4.1 - ICT skills,"6150_443: Youth and adults with ICT skills, copying or moving a file or folder, female (Percentage)",A: Annual,2016,24.6
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KAZ: Kazakhstan,G04_04_01: 4.4.1 - ICT skills,"6150_443: Youth and adults with ICT skills, copying or moving a file or folder, female (Percentage)",A: Annual,2017,24.2
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KAZ: Kazakhstan,G04_04_01: 4.4.1 - ICT skills,"6143_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, both sexes (Percentage)",A: Annual,2015,2.7
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KAZ: Kazakhstan,G04_04_01: 4.4.1 - ICT skills,"6143_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, both sexes (Percentage)",A: Annual,2016,4.3
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KAZ: Kazakhstan,G04_04_01: 4.4.1 - ICT skills,"6143_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, both sexes (Percentage)",A: Annual,2017,4.8
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),PAK: Pakistan,G04_04_01: 4.4.1 - ICT skills,"6129_443: Youth and adults with ICT skills, sending e-mails with attached files, female (Percentage)",A: Annual,2016,2
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),SGP: Singapore,G04_04_01: 4.4.1 - ICT skills,"6150_443: Youth and adults with ICT skills, copying or moving a file or folder, female (Percentage)",A: Annual,2014,39.4
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),SGP: Singapore,G04_04_01: 4.4.1 - ICT skills,"6150_443: Youth and adults with ICT skills, copying or moving a file or folder, female (Percentage)",A: Annual,2017,51.3
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_04_01: 4.4.1 - ICT skills,"6135_443: Youth and adults with ICT skills, creating electronic presentations with presentation software, female (Percentage)",A: Annual,2014,7
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_04_01: 4.4.1 - ICT skills,"6135_443: Youth and adults with ICT skills, creating electronic presentations with presentation software, female (Percentage)",A: Annual,2015,8.4
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_04_01: 4.4.1 - ICT skills,"6135_443: Youth and adults with ICT skills, creating electronic presentations with presentation software, female (Percentage)",A: Annual,2016,9.1
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_04_01: 4.4.1 - ICT skills,"6135_443: Youth and adults with ICT skills, creating electronic presentations with presentation software, female (Percentage)",A: Annual,2017,10.4
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),GEO: Georgia,G04_04_01: 4.4.1 - ICT skills,"6123_443: Youth and adults with ICT skills, using basic arithmetic formula in a spreadsheet, female (Percentage)",A: Annual,2016,14
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),GEO: Georgia,G04_04_01: 4.4.1 - ICT skills,"6123_443: Youth and adults with ICT skills, using basic arithmetic formula in a spreadsheet, female (Percentage)",A: Annual,2017,11.1
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),BRN: Brunei Darussalam,G04_04_01: 4.4.1 - ICT skills,"6129_443: Youth and adults with ICT skills, sending e-mails with attached files, female (Percentage)",A: Annual,2016,70
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),MYS: Malaysia,G04_04_01: 4.4.1 - ICT skills,"6129_443: Youth and adults with ICT skills, sending e-mails with attached files, female (Percentage)",A: Annual,2017,39.7
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),SGP: Singapore,G04_04_01: 4.4.1 - ICT skills,"6143_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, both sexes (Percentage)",A: Annual,2014,4.3
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),SGP: Singapore,G04_04_01: 4.4.1 - ICT skills,"6143_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, both sexes (Percentage)",A: Annual,2015,6
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),SGP: Singapore,G04_04_01: 4.4.1 - ICT skills,"6143_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, both sexes (Percentage)",A: Annual,2016,6.3
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),SGP: Singapore,G04_04_01: 4.4.1 - ICT skills,"6143_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, both sexes (Percentage)",A: Annual,2017,6.3
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),GEO: Georgia,G04_04_01: 4.4.1 - ICT skills,"6152_443: Youth and adults with ICT skills, copying or moving a file or folder, both sexes (Percentage)",A: Annual,2016,38.6
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),GEO: Georgia,G04_04_01: 4.4.1 - ICT skills,"6152_443: Youth and adults with ICT skills, copying or moving a file or folder, both sexes (Percentage)",A: Annual,2017,36.8
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),MYS: Malaysia,G04_04_01: 4.4.1 - ICT skills,"6124_443: Youth and adults with ICT skills, using basic arithmetic formula in a spreadsheet, male (Percentage)",A: Annual,2017,25.7
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_04_01: 4.4.1 - ICT skills,"6124_443: Youth and adults with ICT skills, using basic arithmetic formula in a spreadsheet, male (Percentage)",A: Annual,2014,17.5
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_04_01: 4.4.1 - ICT skills,"6124_443: Youth and adults with ICT skills, using basic arithmetic formula in a spreadsheet, male (Percentage)",A: Annual,2015,19.2
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_04_01: 4.4.1 - ICT skills,"6124_443: Youth and adults with ICT skills, using basic arithmetic formula in a spreadsheet, male (Percentage)",A: Annual,2016,20.6
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_04_01: 4.4.1 - ICT skills,"6124_443: Youth and adults with ICT skills, using basic arithmetic formula in a spreadsheet, male (Percentage)",A: Annual,2017,22.4
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),MYS: Malaysia,G04_04_01: 4.4.1 - ICT skills,"6147_443: Youth and adults with ICT skills, transferring files between a computer and other devices, female (Percentage)",A: Annual,2017,39.2
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IRN: Iran (Islamic Rep. of),G04_04_01: 4.4.1 - ICT skills,"6148_443: Youth and adults with ICT skills, transferring files between a computer and other devices, male (Percentage)",A: Annual,2015,13.5
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IRN: Iran (Islamic Rep. of),G04_04_01: 4.4.1 - ICT skills,"6148_443: Youth and adults with ICT skills, transferring files between a computer and other devices, male (Percentage)",A: Annual,2017,22.6
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),SGP: Singapore,G04_04_01: 4.4.1 - ICT skills,"6145_443: Youth and adults with ICT skills, finding, downloading, installing and configuring software, male (Percentage)",A: Annual,2014,28.6
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),SGP: Singapore,G04_04_01: 4.4.1 - ICT skills,"6145_443: Youth and adults with ICT skills, finding, downloading, installing and configuring software, male (Percentage)",A: Annual,2017,46.8
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),SGP: Singapore,G04_04_01: 4.4.1 - ICT skills,"6144_443: Youth and adults with ICT skills, finding, downloading, installing and configuring software, female (Percentage)",A: Annual,2014,19.1
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),SGP: Singapore,G04_04_01: 4.4.1 - ICT skills,"6144_443: Youth and adults with ICT skills, finding, downloading, installing and configuring software, female (Percentage)",A: Annual,2017,38.9
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),JPN: Japan,G04_04_01: 4.4.1 - ICT skills,"6139_443: Youth and adults with ICT skills, connecting and installing new devices, male (Percentage)",A: Annual,2017,7.5
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),PAK: Pakistan,G04_04_01: 4.4.1 - ICT skills,"6147_443: Youth and adults with ICT skills, transferring files between a computer and other devices, female (Percentage)",A: Annual,2016,1.4
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),TUR: Turkey,G04_04_01: 4.4.1 - ICT skills,"6143_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, both sexes (Percentage)",A: Annual,2014,3.7
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),TUR: Turkey,G04_04_01: 4.4.1 - ICT skills,"6143_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, both sexes (Percentage)",A: Annual,2015,1.9
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),TUR: Turkey,G04_04_01: 4.4.1 - ICT skills,"6143_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, both sexes (Percentage)",A: Annual,2016,2.5
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),TUR: Turkey,G04_04_01: 4.4.1 - ICT skills,"6143_443: Youth and adults with ICT skills, writing a computer program using a specialized programming language, both sexes (Percentage)",A: Annual,2017,2.8
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IDN: Indonesia,G04_04_01: 4.4.1 - ICT skills,"6152_443: Youth and adults with ICT skills, copying or moving a file or folder, both sexes (Percentage)",A: Annual,2015,42.1
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IDN: Indonesia,G04_04_01: 4.4.1 - ICT skills,"6152_443: Youth and adults with ICT skills, copying or moving a file or folder, both sexes (Percentage)",A: Annual,2016,49.5
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_04_01: 4.4.1 - ICT skills,"6149_443: Youth and adults with ICT skills, transferring files between a computer and other devices, both sexes (Percentage)",A: Annual,2014,23.8
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_04_01: 4.4.1 - ICT skills,"6149_443: Youth and adults with ICT skills, transferring files between a computer and other devices, both sexes (Percentage)",A: Annual,2015,27.6
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_04_01: 4.4.1 - ICT skills,"6149_443: Youth and adults with ICT skills, transferring files between a computer and other devices, both sexes (Percentage)",A: Annual,2016,29
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_04_01: 4.4.1 - ICT skills,"6149_443: Youth and adults with ICT skills, transferring files between a computer and other devices, both sexes (Percentage)",A: Annual,2017,29.6
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),MYS: Malaysia,G04_04_01: 4.4.1 - ICT skills,"6123_443: Youth and adults with ICT skills, using basic arithmetic formula in a spreadsheet, female (Percentage)",A: Annual,2017,23.8
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),JPN: Japan,G04_04_01: 4.4.1 - ICT skills,"6146_443: Youth and adults with ICT skills, finding, downloading, installing and configuring software, both sexes (Percentage)",A: Annual,2017,6
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_04_01: 4.4.1 - ICT skills,"6146_443: Youth and adults with ICT skills, finding, downloading, installing and configuring software, both sexes (Percentage)",A: Annual,2014,3
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_04_01: 4.4.1 - ICT skills,"6146_443: Youth and adults with ICT skills, finding, downloading, installing and configuring software, both sexes (Percentage)",A: Annual,2015,3.4
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_04_01: 4.4.1 - ICT skills,"6146_443: Youth and adults with ICT skills, finding, downloading, installing and configuring software, both sexes (Percentage)",A: Annual,2016,2.8
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_04_01: 4.4.1 - ICT skills,"6146_443: Youth and adults with ICT skills, finding, downloading, installing and configuring software, both sexes (Percentage)",A: Annual,2017,3.7
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IRN: Iran (Islamic Rep. of),G04_04_01: 4.4.1 - ICT skills,"6128_443: Youth and adults with ICT skills, using copy and paste tools to duplicate or move information within a document, both sexes (Percentage)",A: Annual,2015,18.1
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IRN: Iran (Islamic Rep. of),G04_04_01: 4.4.1 - ICT skills,"6128_443: Youth and adults with ICT skills, using copy and paste tools to duplicate or move information within a document, both sexes (Percentage)",A: Annual,2017,21.2
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),SGP: Singapore,G04_04_01: 4.4.1 - ICT skills,"6135_443: Youth and adults with ICT skills, creating electronic presentations with presentation software, female (Percentage)",A: Annual,2014,20.1
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),SGP: Singapore,G04_04_01: 4.4.1 - ICT skills,"6135_443: Youth and adults with ICT skills, creating electronic presentations with presentation software, female (Percentage)",A: Annual,2017,34.3
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),THA: Thailand,G04_04_01: 4.4.1 - ICT skills,"6131_443: Youth and adults with ICT skills, sending e-mails with attached files, both sexes (Percentage)",A: Annual,2014,17.2
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_04_01: 4.4.1 - ICT skills,"6152_443: Youth and adults with ICT skills, copying or moving a file or folder, both sexes (Percentage)",A: Annual,2017,56.8
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KHM: Cambodia,G04_04_01: 4.4.1 - ICT skills,"6150_443: Youth and adults with ICT skills, copying or moving a file or folder, female (Percentage)",A: Annual,2017,28.2
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KOR: Republic of Korea,G04_04_01: 4.4.1 - ICT skills,"6136_443: Youth and adults with ICT skills, creating electronic presentations with presentation software, male (Percentage)",A: Annual,2017,42.5
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),AZE: Azerbaijan,G04_04_01: 4.4.1 - ICT skills,"6131_443: Youth and adults with ICT skills, sending e-mails with attached files, both sexes (Percentage)",A: Annual,2014,47.7
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),AZE: Azerbaijan,G04_04_01: 4.4.1 - ICT skills,"6131_443: Youth and adults with ICT skills, sending e-mails with attached files, both sexes (Percentage)",A: Annual,2015,48.7
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),AZE: Azerbaijan,G04_04_01: 4.4.1 - ICT skills,"6131_443: Youth and adults with ICT skills, sending e-mails with attached files, both sexes (Percentage)",A: Annual,2016,48.3
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),AZE: Azerbaijan,G04_04_01: 4.4.1 - ICT skills,"6131_443: Youth and adults with ICT skills, sending e-mails with attached files, both sexes (Percentage)",A: Annual,2017,54.2
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),TUR: Turkey,G04_04_01: 4.4.1 - ICT skills,"6150_443: Youth and adults with ICT skills, copying or moving a file or folder, female (Percentage)",A: Annual,2016,29
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),TUR: Turkey,G04_04_01: 4.4.1 - ICT skills,"6150_443: Youth and adults with ICT skills, copying or moving a file or folder, female (Percentage)",A: Annual,2017,34.1
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),JPN: Japan,G04_04_01: 4.4.1 - ICT skills,"6152_443: Youth and adults with ICT skills, copying or moving a file or folder, both sexes (Percentage)",A: Annual,2017,7
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KAZ: Kazakhstan,G04_04_01: 4.4.1 - ICT skills,"6125_443: Youth and adults with ICT skills, using basic arithmetic formula in a spreadsheet, both sexes (Percentage)",A: Annual,2015,30.8
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KAZ: Kazakhstan,G04_04_01: 4.4.1 - ICT skills,"6125_443: Youth and adults with ICT skills, using basic arithmetic formula in a spreadsheet, both sexes (Percentage)",A: Annual,2016,32.9
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KAZ: Kazakhstan,G04_04_01: 4.4.1 - ICT skills,"6125_443: Youth and adults with ICT skills, using basic arithmetic formula in a spreadsheet, both sexes (Percentage)",A: Annual,2017,34.4
