DATAFLOW,REF_AREA: Area,SDG_INDICATOR: SDG Indicator,SDG_SERIES: Series,FREQ: Frequency,TIME_PERIOD: Time period,OBS_VALUE
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),JPN: Japan,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6084_443: Minimum proficiency in mathematics for grade 2/3, female (Percentage)",A: Annual,1995,98.15
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),TUR: Turkey,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6088_443: Minimum proficiency in mathematics for lower secondary, male (Percentage)",A: Annual,1999,62.94
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),TUR: Turkey,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6088_443: Minimum proficiency in mathematics for lower secondary, male (Percentage)",A: Annual,2003,50.66347
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),TUR: Turkey,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6088_443: Minimum proficiency in mathematics for lower secondary, male (Percentage)",A: Annual,2006,49.0532
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),TUR: Turkey,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6088_443: Minimum proficiency in mathematics for lower secondary, male (Percentage)",A: Annual,2007,58.72
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),TUR: Turkey,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6088_443: Minimum proficiency in mathematics for lower secondary, male (Percentage)",A: Annual,2009,59.62507
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),TUR: Turkey,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6088_443: Minimum proficiency in mathematics for lower secondary, male (Percentage)",A: Annual,2011,65.45
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),TUR: Turkey,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6088_443: Minimum proficiency in mathematics for lower secondary, male (Percentage)",A: Annual,2012,59.24913
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),TUR: Turkey,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6088_443: Minimum proficiency in mathematics for lower secondary, male (Percentage)",A: Annual,2015,68.92
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),LKA: Sri Lanka,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6085_443: Minimum proficiency in mathematics for grade 2/3, male (Percentage)",A: Annual,2013,78.3
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),LKA: Sri Lanka,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6085_443: Minimum proficiency in mathematics for grade 2/3, male (Percentage)",A: Annual,2015,81.6
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),"MAC: Macao, China",G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6088_443: Minimum proficiency in mathematics for lower secondary, male (Percentage)",A: Annual,2003,89.15365
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),"MAC: Macao, China",G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6088_443: Minimum proficiency in mathematics for lower secondary, male (Percentage)",A: Annual,2006,89.13128
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),"MAC: Macao, China",G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6088_443: Minimum proficiency in mathematics for lower secondary, male (Percentage)",A: Annual,2009,89.41745
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),"MAC: Macao, China",G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6088_443: Minimum proficiency in mathematics for lower secondary, male (Percentage)",A: Annual,2012,88.4329
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),"MAC: Macao, China",G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6088_443: Minimum proficiency in mathematics for lower secondary, male (Percentage)",A: Annual,2015,91.96939
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),AZE: Azerbaijan,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6087_443: Minimum proficiency in mathematics for lower secondary, female (Percentage)",A: Annual,2006,89.81175
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),AZE: Azerbaijan,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6087_443: Minimum proficiency in mathematics for lower secondary, female (Percentage)",A: Annual,2009,51.39439
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IDN: Indonesia,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6096_443: Minimum proficiency in reading for grade 2/3, both sexes (Percentage)",A: Annual,2006,53.97708
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IDN: Indonesia,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6096_443: Minimum proficiency in reading for grade 2/3, both sexes (Percentage)",A: Annual,2011,66.2271
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),BGD: Bangladesh,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6094_443: Minimum proficiency in reading for grade 2/3, female (Percentage)",A: Annual,2011,68
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),BGD: Bangladesh,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6094_443: Minimum proficiency in reading for grade 2/3, female (Percentage)",A: Annual,2013,75
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),BGD: Bangladesh,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6094_443: Minimum proficiency in reading for grade 2/3, female (Percentage)",A: Annual,2015,66
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6100_443: Minimum proficiency in reading for primary, female (Percentage)",A: Annual,2001,97.04
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6100_443: Minimum proficiency in reading for primary, female (Percentage)",A: Annual,2006,98.71
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),RUS: Russian Federation,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6100_443: Minimum proficiency in reading for primary, female (Percentage)",A: Annual,2011,99.46
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),AFG: Afghanistan,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6102_443: Minimum proficiency in reading for primary, both sexes (Percentage)",A: Annual,2013,55
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),AUS: Australia,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6088_443: Minimum proficiency in mathematics for lower secondary, male (Percentage)",A: Annual,1995,88.22
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),AUS: Australia,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6088_443: Minimum proficiency in mathematics for lower secondary, male (Percentage)",A: Annual,1999,92.94
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),AUS: Australia,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6088_443: Minimum proficiency in mathematics for lower secondary, male (Percentage)",A: Annual,2003,85.09352
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),AUS: Australia,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6088_443: Minimum proficiency in mathematics for lower secondary, male (Percentage)",A: Annual,2006,87.64533
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),AUS: Australia,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6088_443: Minimum proficiency in mathematics for lower secondary, male (Percentage)",A: Annual,2007,89.07
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),AUS: Australia,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6088_443: Minimum proficiency in mathematics for lower secondary, male (Percentage)",A: Annual,2009,84.58649
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),AUS: Australia,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6088_443: Minimum proficiency in mathematics for lower secondary, male (Percentage)",A: Annual,2011,89.43
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),AUS: Australia,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6088_443: Minimum proficiency in mathematics for lower secondary, male (Percentage)",A: Annual,2012,81.72652
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),AUS: Australia,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6088_443: Minimum proficiency in mathematics for lower secondary, male (Percentage)",A: Annual,2015,77.92948
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),"HKG: Hong Kong, China",G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6096_443: Minimum proficiency in reading for grade 2/3, both sexes (Percentage)",A: Annual,2001,96.62419
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),"HKG: Hong Kong, China",G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6096_443: Minimum proficiency in reading for grade 2/3, both sexes (Percentage)",A: Annual,2006,99.14615
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),"HKG: Hong Kong, China",G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6096_443: Minimum proficiency in reading for grade 2/3, both sexes (Percentage)",A: Annual,2011,99.19684
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),PHL: Philippines,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6085_443: Minimum proficiency in mathematics for grade 2/3, male (Percentage)",A: Annual,2003,31.35
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),NZL: New Zealand,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6089_443: Minimum proficiency in mathematics for lower secondary, both sexes (Percentage)",A: Annual,1995,78.48968
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),NZL: New Zealand,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6089_443: Minimum proficiency in mathematics for lower secondary, both sexes (Percentage)",A: Annual,1999,84.39954
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),NZL: New Zealand,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6089_443: Minimum proficiency in mathematics for lower secondary, both sexes (Percentage)",A: Annual,2003,84.93099
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),NZL: New Zealand,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6089_443: Minimum proficiency in mathematics for lower secondary, both sexes (Percentage)",A: Annual,2006,85.96488
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),NZL: New Zealand,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6089_443: Minimum proficiency in mathematics for lower secondary, both sexes (Percentage)",A: Annual,2009,84.59078
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),NZL: New Zealand,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6089_443: Minimum proficiency in mathematics for lower secondary, both sexes (Percentage)",A: Annual,2011,84.12559
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),NZL: New Zealand,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6089_443: Minimum proficiency in mathematics for lower secondary, both sexes (Percentage)",A: Annual,2012,77.35592
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),NZL: New Zealand,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6089_443: Minimum proficiency in mathematics for lower secondary, both sexes (Percentage)",A: Annual,2015,78.3672
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),BGD: Bangladesh,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6101_443: Minimum proficiency in reading for primary, male (Percentage)",A: Annual,2011,99
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),BGD: Bangladesh,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6101_443: Minimum proficiency in reading for primary, male (Percentage)",A: Annual,2013,96
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),BGD: Bangladesh,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6101_443: Minimum proficiency in reading for primary, male (Percentage)",A: Annual,2015,90
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),MNG: Mongolia,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6089_443: Minimum proficiency in mathematics for lower secondary, both sexes (Percentage)",A: Annual,2007,65.53739
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),AUS: Australia,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6102_443: Minimum proficiency in reading for primary, both sexes (Percentage)",A: Annual,2015,95.4
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),AUS: Australia,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6102_443: Minimum proficiency in reading for primary, both sexes (Percentage)",A: Annual,2016,94.5
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),AUS: Australia,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6102_443: Minimum proficiency in reading for primary, both sexes (Percentage)",A: Annual,2017,94
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IRN: Iran (Islamic Rep. of),G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6094_443: Minimum proficiency in reading for grade 2/3, female (Percentage)",A: Annual,2001,62.03
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IRN: Iran (Islamic Rep. of),G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6094_443: Minimum proficiency in reading for grade 2/3, female (Percentage)",A: Annual,2006,62.4
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IRN: Iran (Islamic Rep. of),G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6094_443: Minimum proficiency in reading for grade 2/3, female (Percentage)",A: Annual,2011,79.73
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),TUR: Turkey,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6097_443: Minimum proficiency in reading for lower secondary, female (Percentage)",A: Annual,2003,72.15286
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),TUR: Turkey,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6097_443: Minimum proficiency in reading for lower secondary, female (Percentage)",A: Annual,2006,78.49282
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),TUR: Turkey,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6097_443: Minimum proficiency in reading for lower secondary, female (Percentage)",A: Annual,2009,85.02227
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),TUR: Turkey,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6097_443: Minimum proficiency in reading for lower secondary, female (Percentage)",A: Annual,2012,87.83213
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),TUR: Turkey,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6097_443: Minimum proficiency in reading for lower secondary, female (Percentage)",A: Annual,2015,66.1306
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KGZ: Kyrgyzstan,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6099_443: Minimum proficiency in reading for lower secondary, both sexes (Percentage)",A: Annual,2006,11.75808
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KGZ: Kyrgyzstan,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6099_443: Minimum proficiency in reading for lower secondary, both sexes (Percentage)",A: Annual,2009,16.77862
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),SGP: Singapore,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6087_443: Minimum proficiency in mathematics for lower secondary, female (Percentage)",A: Annual,1995,99.99
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),SGP: Singapore,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6087_443: Minimum proficiency in mathematics for lower secondary, female (Percentage)",A: Annual,1999,99.21
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),SGP: Singapore,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6087_443: Minimum proficiency in mathematics for lower secondary, female (Percentage)",A: Annual,2003,99.24
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),SGP: Singapore,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6087_443: Minimum proficiency in mathematics for lower secondary, female (Percentage)",A: Annual,2007,97.83
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),SGP: Singapore,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6087_443: Minimum proficiency in mathematics for lower secondary, female (Percentage)",A: Annual,2009,90.55273
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),SGP: Singapore,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6087_443: Minimum proficiency in mathematics for lower secondary, female (Percentage)",A: Annual,2011,99.52
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),SGP: Singapore,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6087_443: Minimum proficiency in mathematics for lower secondary, female (Percentage)",A: Annual,2012,93.30385
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),SGP: Singapore,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6087_443: Minimum proficiency in mathematics for lower secondary, female (Percentage)",A: Annual,2015,99.27
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),BGD: Bangladesh,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6084_443: Minimum proficiency in mathematics for grade 2/3, female (Percentage)",A: Annual,2011,49
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),BGD: Bangladesh,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6084_443: Minimum proficiency in mathematics for grade 2/3, female (Percentage)",A: Annual,2013,57
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),BGD: Bangladesh,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6084_443: Minimum proficiency in mathematics for grade 2/3, female (Percentage)",A: Annual,2015,40
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KHM: Cambodia,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6098_443: Minimum proficiency in reading for lower secondary, male (Percentage)",A: Annual,2017,31
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),ARM: Armenia,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6091_443: Minimum proficiency in mathematics for primary, male (Percentage)",A: Annual,2003,72.44
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),ARM: Armenia,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6091_443: Minimum proficiency in mathematics for primary, male (Percentage)",A: Annual,2007,85.95
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),ARM: Armenia,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6091_443: Minimum proficiency in mathematics for primary, male (Percentage)",A: Annual,2011,70.41
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),ARM: Armenia,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6091_443: Minimum proficiency in mathematics for primary, male (Percentage)",A: Annual,2017,94.2
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KOR: Republic of Korea,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6085_443: Minimum proficiency in mathematics for grade 2/3, male (Percentage)",A: Annual,1995,99.12
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KOR: Republic of Korea,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6085_443: Minimum proficiency in mathematics for grade 2/3, male (Percentage)",A: Annual,2011,99.55
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KOR: Republic of Korea,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6085_443: Minimum proficiency in mathematics for grade 2/3, male (Percentage)",A: Annual,2015,99.73
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),AUS: Australia,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6098_443: Minimum proficiency in reading for lower secondary, male (Percentage)",A: Annual,2003,83.5315
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),AUS: Australia,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6098_443: Minimum proficiency in reading for lower secondary, male (Percentage)",A: Annual,2006,81.63211
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),AUS: Australia,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6098_443: Minimum proficiency in reading for lower secondary, male (Percentage)",A: Annual,2009,80.34271
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),AUS: Australia,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6098_443: Minimum proficiency in reading for lower secondary, male (Percentage)",A: Annual,2012,80.98325
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),AUS: Australia,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6098_443: Minimum proficiency in reading for lower secondary, male (Percentage)",A: Annual,2015,77.23232
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),"HKG: Hong Kong, China",G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6088_443: Minimum proficiency in mathematics for lower secondary, male (Percentage)",A: Annual,1995,96.19
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),"HKG: Hong Kong, China",G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6088_443: Minimum proficiency in mathematics for lower secondary, male (Percentage)",A: Annual,1999,97.26
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),"HKG: Hong Kong, China",G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6088_443: Minimum proficiency in mathematics for lower secondary, male (Percentage)",A: Annual,2003,88.18494
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),"HKG: Hong Kong, China",G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6088_443: Minimum proficiency in mathematics for lower secondary, male (Percentage)",A: Annual,2006,91.23999
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),"HKG: Hong Kong, China",G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6088_443: Minimum proficiency in mathematics for lower secondary, male (Percentage)",A: Annual,2007,93.19
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),"HKG: Hong Kong, China",G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6088_443: Minimum proficiency in mathematics for lower secondary, male (Percentage)",A: Annual,2009,91.63789
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),"HKG: Hong Kong, China",G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6088_443: Minimum proficiency in mathematics for lower secondary, male (Percentage)",A: Annual,2011,96.69
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),"HKG: Hong Kong, China",G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6088_443: Minimum proficiency in mathematics for lower secondary, male (Percentage)",A: Annual,2012,91.45225
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),"HKG: Hong Kong, China",G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6088_443: Minimum proficiency in mathematics for lower secondary, male (Percentage)",A: Annual,2015,90.24593
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),MYS: Malaysia,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6092_443: Minimum proficiency in mathematics for primary, both sexes (Percentage)",A: Annual,2011,87
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),MYS: Malaysia,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6092_443: Minimum proficiency in mathematics for primary, both sexes (Percentage)",A: Annual,2017,46.57272
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),MYS: Malaysia,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6098_443: Minimum proficiency in reading for lower secondary, male (Percentage)",A: Annual,2009,46.79966
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),MYS: Malaysia,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6098_443: Minimum proficiency in reading for lower secondary, male (Percentage)",A: Annual,2012,37.05987
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),MYS: Malaysia,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6098_443: Minimum proficiency in reading for lower secondary, male (Percentage)",A: Annual,2015,54.49
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),"HKG: Hong Kong, China",G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6099_443: Minimum proficiency in reading for lower secondary, both sexes (Percentage)",A: Annual,2003,87.95027
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),"HKG: Hong Kong, China",G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6099_443: Minimum proficiency in reading for lower secondary, both sexes (Percentage)",A: Annual,2006,92.85144
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),"HKG: Hong Kong, China",G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6099_443: Minimum proficiency in reading for lower secondary, both sexes (Percentage)",A: Annual,2009,91.71064
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),"HKG: Hong Kong, China",G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6099_443: Minimum proficiency in reading for lower secondary, both sexes (Percentage)",A: Annual,2012,93.21001
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),"HKG: Hong Kong, China",G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6099_443: Minimum proficiency in reading for lower secondary, both sexes (Percentage)",A: Annual,2015,90.7034
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IND: India,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6088_443: Minimum proficiency in mathematics for lower secondary, male (Percentage)",A: Annual,2009,13.52
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IDN: Indonesia,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6099_443: Minimum proficiency in reading for lower secondary, both sexes (Percentage)",A: Annual,2003,36.7496
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IDN: Indonesia,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6099_443: Minimum proficiency in reading for lower secondary, both sexes (Percentage)",A: Annual,2006,41.70181
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IDN: Indonesia,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6099_443: Minimum proficiency in reading for lower secondary, both sexes (Percentage)",A: Annual,2009,46.5781
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IDN: Indonesia,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6099_443: Minimum proficiency in reading for lower secondary, both sexes (Percentage)",A: Annual,2012,44.75408
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),IDN: Indonesia,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6099_443: Minimum proficiency in reading for lower secondary, both sexes (Percentage)",A: Annual,2015,44.62093
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KAZ: Kazakhstan,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6092_443: Minimum proficiency in mathematics for primary, both sexes (Percentage)",A: Annual,2007,94.98917
ESCAP:DF_ESCAP_SDG_Dataflow(1.0),KAZ: Kazakhstan,G04_01_01: 4.1.1 - Reading and mathematics proficiency of children and young people,"6092_443: Minimum proficiency in mathematics for primary, both sexes (Percentage)",A: Annual,2011,88.03159
