DATAFLOW,REF_AREA: Area,THEME_INDICATOR: Indicator,THEME_SERIES: Series,FREQ: Frequency,TIME_PERIOD: Time period,OBS_VALUE
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),CHN: China,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2016,41.45
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MNG: Mongolia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2000,2.53
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MNG: Mongolia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2001,2.88
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MNG: Mongolia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2002,5.14
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MNG: Mongolia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2003,5.9
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MNG: Mongolia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2004,1.63
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MNG: Mongolia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2005,5.24
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MNG: Mongolia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2006,5.76
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MNG: Mongolia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2007,4.21
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MNG: Mongolia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2008,5.31
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MNG: Mongolia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2009,4.15
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MNG: Mongolia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2010,2.05
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MNG: Mongolia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2011,6.15
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MNG: Mongolia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2012,4.87
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MNG: Mongolia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2013,4.97
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MNG: Mongolia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2014,6.57
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MNG: Mongolia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2015,5.55
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MNG: Mongolia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2016,5.55
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MDV: Maldives,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2000,2.63
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MDV: Maldives,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2001,2.63
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MDV: Maldives,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2002,2.63
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MDV: Maldives,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2003,2.63
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MDV: Maldives,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2004,2.63
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MDV: Maldives,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2005,2.63
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MDV: Maldives,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2006,2.63
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MDV: Maldives,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2007,2.63
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MDV: Maldives,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2008,2.63
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MDV: Maldives,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2009,2.63
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MDV: Maldives,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2010,2.63
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MDV: Maldives,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2011,2.63
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MDV: Maldives,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2012,2.63
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MDV: Maldives,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2013,2.63
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MDV: Maldives,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2014,2.63
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MDV: Maldives,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2015,2.63
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MDV: Maldives,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2016,2.63
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),FJI: Fiji,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2000,8.54
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),FJI: Fiji,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2001,5.83
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),FJI: Fiji,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2002,7.23
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),FJI: Fiji,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2003,7.07
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),FJI: Fiji,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2004,7.07
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),FJI: Fiji,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2005,7.98
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),FJI: Fiji,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2006,7.45
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),FJI: Fiji,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2007,7.04
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),FJI: Fiji,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2008,6.76
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),FJI: Fiji,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2009,7.66
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),FJI: Fiji,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2010,7.87
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),FJI: Fiji,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2011,7.69
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),FJI: Fiji,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2012,7.79
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),FJI: Fiji,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2013,7.19
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),FJI: Fiji,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2014,7.13
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),FJI: Fiji,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2015,7.13
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),FJI: Fiji,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2016,7.13
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),PAK: Pakistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2000,25.23
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),PAK: Pakistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2001,25.23
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),PAK: Pakistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2002,25.23
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),PAK: Pakistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2003,25.23
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),PAK: Pakistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2004,22.96
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),PAK: Pakistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2005,22.96
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),PAK: Pakistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2006,24.62
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),PAK: Pakistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2007,24.62
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),PAK: Pakistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2008,24.62
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),PAK: Pakistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2009,24.62
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),PAK: Pakistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2010,24.62
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),PAK: Pakistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2011,24.62
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),PAK: Pakistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2012,24.62
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),PAK: Pakistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2013,24.62
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),PAK: Pakistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2014,24.62
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),PAK: Pakistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2015,24.62
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),PAK: Pakistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2016,24.62
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KAZ: Kazakhstan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2000,5.18
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KAZ: Kazakhstan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2001,5.96
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KAZ: Kazakhstan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2002,7.11
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KAZ: Kazakhstan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2003,7.94
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KAZ: Kazakhstan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2004,6.71
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KAZ: Kazakhstan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2005,6.94
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KAZ: Kazakhstan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2006,6.59
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KAZ: Kazakhstan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2007,6.9
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KAZ: Kazakhstan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2008,12.55
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KAZ: Kazakhstan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2009,11.55
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KAZ: Kazakhstan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2010,12.83
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KAZ: Kazakhstan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2011,13
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KAZ: Kazakhstan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2012,14.05
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KAZ: Kazakhstan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2013,16.52
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KAZ: Kazakhstan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2014,16.62
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KAZ: Kazakhstan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2015,14.23
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KAZ: Kazakhstan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2016,14.2
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KOR: Republic of Korea,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2000,58.87
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KOR: Republic of Korea,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2001,58.91
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KOR: Republic of Korea,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2002,60.14
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KOR: Republic of Korea,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2003,60.49
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KOR: Republic of Korea,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2004,60.82
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KOR: Republic of Korea,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2005,60.16
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KOR: Republic of Korea,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2006,62.5
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KOR: Republic of Korea,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2007,65.46
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KOR: Republic of Korea,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2008,63.29
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KOR: Republic of Korea,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2009,66.09
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KOR: Republic of Korea,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2010,61.23
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KOR: Republic of Korea,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2011,69.01
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KOR: Republic of Korea,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2012,67
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KOR: Republic of Korea,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2013,67.24
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KOR: Republic of Korea,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2014,66.79
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KOR: Republic of Korea,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2015,66.96
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KOR: Republic of Korea,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2016,63.66
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KGZ: Kyrgyzstan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2000,5.92
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KGZ: Kyrgyzstan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2001,5.92
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KGZ: Kyrgyzstan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2002,5.7
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KGZ: Kyrgyzstan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2003,4.92
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KGZ: Kyrgyzstan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2004,7.78
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KGZ: Kyrgyzstan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2005,5.96
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KGZ: Kyrgyzstan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2006,6.64
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KGZ: Kyrgyzstan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2007,8.92
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KGZ: Kyrgyzstan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2008,6.14
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KGZ: Kyrgyzstan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2009,4.39
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KGZ: Kyrgyzstan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2010,3.45
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KGZ: Kyrgyzstan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2011,3.71
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KGZ: Kyrgyzstan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2012,6.74
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KGZ: Kyrgyzstan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2013,6.67
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KGZ: Kyrgyzstan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2014,4.13
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KGZ: Kyrgyzstan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2015,2.96
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),KGZ: Kyrgyzstan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2016,2.96
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),VNM: Viet Nam,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2000,23.45
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),VNM: Viet Nam,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2001,21.86
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),VNM: Viet Nam,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2002,21.86
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),VNM: Viet Nam,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2003,21.86
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),VNM: Viet Nam,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2004,24.04
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),VNM: Viet Nam,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2005,24.04
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),VNM: Viet Nam,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2006,25.43
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),VNM: Viet Nam,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2007,26.14
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),VNM: Viet Nam,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2008,25.73
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),VNM: Viet Nam,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2009,29.62
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),VNM: Viet Nam,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2010,25.43
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),VNM: Viet Nam,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2011,20.54
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),VNM: Viet Nam,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2012,25.59
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),VNM: Viet Nam,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2013,32.39
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),VNM: Viet Nam,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2014,40.83
